SensorType,hart,time
HRMLED RED,47681.0,2017-05-13 23:38:50.191
HRMLED RED,47662.0,2017-05-13 23:38:50.195
HRMLED RED,47623.0,2017-05-13 23:38:50.206
HRMLED RED,47546.0,2017-05-13 23:38:50.215
HRMLED RED,47481.0,2017-05-13 23:38:50.226
HRMLED RED,47412.0,2017-05-13 23:38:50.245
HRMLED RED,47326.0,2017-05-13 23:38:50.249
HRMLED RED,47246.0,2017-05-13 23:38:50.275
HRMLED RED,47175.0,2017-05-13 23:38:50.277
HRMLED RED,47088.0,2017-05-13 23:38:50.279
HRMLED RED,46994.0,2017-05-13 23:38:50.295
HRMLED RED,46898.0,2017-05-13 23:38:50.297
HRMLED RED,46815.0,2017-05-13 23:38:50.312
HRMLED RED,46748.0,2017-05-13 23:38:50.317
HRMLED RED,46674.0,2017-05-13 23:38:50.328
HRMLED RED,46593.0,2017-05-13 23:38:50.336
HRMLED RED,46558.0,2017-05-13 23:38:50.346
HRMLED RED,46575.0,2017-05-13 23:38:50.357
HRMLED RED,46646.0,2017-05-13 23:38:50.366
HRMLED RED,46786.0,2017-05-13 23:38:50.377
HRMLED RED,46942.0,2017-05-13 23:38:50.387
HRMLED RED,47138.0,2017-05-13 23:38:50.397
HRMLED RED,47305.0,2017-05-13 23:38:50.409
HRMLED RED,47452.0,2017-05-13 23:38:50.417
HRMLED RED,47550.0,2017-05-13 23:38:50.427
HRMLED RED,47577.0,2017-05-13 23:38:50.437
HRMLED RED,47592.0,2017-05-13 23:38:50.448
HRMLED RED,47608.0,2017-05-13 23:38:50.464
HRMLED RED,47629.0,2017-05-13 23:38:50.468
HRMLED RED,47666.0,2017-05-13 23:38:50.482
HRMLED RED,47712.0,2017-05-13 23:38:50.488
HRMLED RED,47750.0,2017-05-13 23:38:50.503
HRMLED RED,47794.0,2017-05-13 23:38:50.516
HRMLED RED,47844.0,2017-05-13 23:38:50.517
HRMLED RED,47891.0,2017-05-13 23:38:50.528
HRMLED RED,47927.0,2017-05-13 23:38:50.537
HRMLED RED,47939.0,2017-05-13 23:38:50.548
HRMLED RED,47946.0,2017-05-13 23:38:50.561
HRMLED RED,47949.0,2017-05-13 23:38:50.568
HRMLED RED,47970.0,2017-05-13 23:38:50.578
HRMLED RED,47977.0,2017-05-13 23:38:50.589
HRMLED RED,47947.0,2017-05-13 23:38:50.598
HRMLED RED,47965.0,2017-05-13 23:38:50.610
HRMLED RED,47957.0,2017-05-13 23:38:50.618
HRMLED RED,47977.0,2017-05-13 23:38:50.631
HRMLED RED,48004.0,2017-05-13 23:38:50.641
HRMLED RED,48052.0,2017-05-13 23:38:50.650
HRMLED RED,48093.0,2017-05-13 23:38:50.661
HRMLED RED,48145.0,2017-05-13 23:38:50.669
HRMLED RED,48188.0,2017-05-13 23:38:50.682
HRMLED RED,48229.0,2017-05-13 23:38:50.688
HRMLED RED,48244.0,2017-05-13 23:38:50.699
HRMLED RED,48306.0,2017-05-13 23:38:50.711
HRMLED RED,48336.0,2017-05-13 23:38:50.718
HRMLED RED,48394.0,2017-05-13 23:38:50.729
HRMLED RED,48407.0,2017-05-13 23:38:50.739
HRMLED RED,48420.0,2017-05-13 23:38:50.749
HRMLED RED,48393.0,2017-05-13 23:38:50.765
HRMLED RED,48385.0,2017-05-13 23:38:50.769
HRMLED RED,48363.0,2017-05-13 23:38:50.781
HRMLED RED,48357.0,2017-05-13 23:38:50.789
HRMLED RED,48330.0,2017-05-13 23:38:50.800
HRMLED RED,48308.0,2017-05-13 23:38:50.814
HRMLED RED,48293.0,2017-05-13 23:38:50.820
HRMLED RED,48272.0,2017-05-13 23:38:50.831
HRMLED RED,48271.0,2017-05-13 23:38:50.840
HRMLED RED,48290.0,2017-05-13 23:38:50.850
HRMLED RED,48277.0,2017-05-13 23:38:50.864
HRMLED RED,48291.0,2017-05-13 23:38:50.870
HRMLED RED,48302.0,2017-05-13 23:38:50.882
HRMLED RED,48303.0,2017-05-13 23:38:50.890
HRMLED RED,48298.0,2017-05-13 23:38:50.903
HRMLED RED,48306.0,2017-05-13 23:38:50.920
HRMLED RED,48274.0,2017-05-13 23:38:50.922
HRMLED RED,48263.0,2017-05-13 23:38:50.937
HRMLED RED,48240.0,2017-05-13 23:38:50.941
HRMLED RED,48216.0,2017-05-13 23:38:50.954
HRMLED RED,48207.0,2017-05-13 23:38:50.973
HRMLED RED,48163.0,2017-05-13 23:38:50.974
HRMLED RED,48149.0,2017-05-13 23:38:50.983
HRMLED RED,48137.0,2017-05-13 23:38:50.991
HRMLED RED,48107.0,2017-05-13 23:38:51.001
HRMLED RED,48093.0,2017-05-13 23:38:51.011
HRMLED RED,48070.0,2017-05-13 23:38:51.021
HRMLED RED,48066.0,2017-05-13 23:38:51.032
HRMLED RED,48048.0,2017-05-13 23:38:51.041
HRMLED RED,48028.0,2017-05-13 23:38:51.052
HRMLED RED,48010.0,2017-05-13 23:38:51.061
HRMLED RED,48003.0,2017-05-13 23:38:51.073
HRMLED RED,47978.0,2017-05-13 23:38:51.089
HRMLED RED,47955.0,2017-05-13 23:38:51.092
HRMLED RED,47954.0,2017-05-13 23:38:51.108
HRMLED RED,47949.0,2017-05-13 23:38:51.114
HRMLED RED,47948.0,2017-05-13 23:38:51.127
HRMLED RED,47943.0,2017-05-13 23:38:51.138
HRMLED RED,47922.0,2017-05-13 23:38:51.142
HRMLED RED,47926.0,2017-05-13 23:38:51.152
HRMLED RED,47935.0,2017-05-13 23:38:51.162
HRMLED RED,47938.0,2017-05-13 23:38:51.172
HRMLED RED,47932.0,2017-05-13 23:38:51.185
HRMLED RED,47923.0,2017-05-13 23:38:51.192
HRMLED RED,47925.0,2017-05-13 23:38:51.202
HRMLED RED,47921.0,2017-05-13 23:38:51.212
HRMLED RED,47909.0,2017-05-13 23:38:51.222
HRMLED RED,47898.0,2017-05-13 23:38:51.237
HRMLED RED,47856.0,2017-05-13 23:38:51.242
HRMLED RED,47800.0,2017-05-13 23:38:51.259
HRMLED RED,47701.0,2017-05-13 23:38:51.264
HRMLED RED,47609.0,2017-05-13 23:38:51.277
HRMLED RED,47491.0,2017-05-13 23:38:51.291
HRMLED RED,47384.0,2017-05-13 23:38:51.293
HRMLED RED,47287.0,2017-05-13 23:38:51.307
HRMLED RED,47240.0,2017-05-13 23:38:51.313
HRMLED RED,47194.0,2017-05-13 23:38:51.323
HRMLED RED,47172.0,2017-05-13 23:38:51.336
HRMLED RED,47185.0,2017-05-13 23:38:51.343
HRMLED RED,47187.0,2017-05-13 23:38:51.355
HRMLED RED,47199.0,2017-05-13 23:38:51.364
HRMLED RED,47199.0,2017-05-13 23:38:51.375
HRMLED RED,47198.0,2017-05-13 23:38:51.389
HRMLED RED,47200.0,2017-05-13 23:38:51.394
HRMLED RED,47228.0,2017-05-13 23:38:51.406
HRMLED RED,47253.0,2017-05-13 23:38:51.414
HRMLED RED,47276.0,2017-05-13 23:38:51.428
HRMLED RED,47293.0,2017-05-13 23:38:51.443
HRMLED RED,47321.0,2017-05-13 23:38:51.445
HRMLED RED,47365.0,2017-05-13 23:38:51.461
HRMLED RED,47398.0,2017-05-13 23:38:51.465
HRMLED RED,47436.0,2017-05-13 23:38:51.479
HRMLED RED,47445.0,2017-05-13 23:38:51.496
HRMLED RED,47462.0,2017-05-13 23:38:51.498
HRMLED RED,47486.0,2017-05-13 23:38:51.510
HRMLED RED,47500.0,2017-05-13 23:38:51.515
HRMLED RED,47507.0,2017-05-13 23:38:51.525
HRMLED RED,47510.0,2017-05-13 23:38:51.539
HRMLED RED,47507.0,2017-05-13 23:38:51.545
HRMLED RED,47511.0,2017-05-13 23:38:51.556
HRMLED RED,47511.0,2017-05-13 23:38:51.565
HRMLED RED,47494.0,2017-05-13 23:38:51.575
HRMLED RED,47504.0,2017-05-13 23:38:51.590
HRMLED RED,47494.0,2017-05-13 23:38:51.595
HRMLED RED,47500.0,2017-05-13 23:38:51.607
HRMLED RED,47505.0,2017-05-13 23:38:51.616
HRMLED RED,47501.0,2017-05-13 23:38:51.629
HRMLED RED,47497.0,2017-05-13 23:38:51.647
HRMLED RED,47494.0,2017-05-13 23:38:51.648
HRMLED RED,47508.0,2017-05-13 23:38:51.665
HRMLED RED,47509.0,2017-05-13 23:38:51.667
HRMLED RED,47501.0,2017-05-13 23:38:51.682
HRMLED RED,47501.0,2017-05-13 23:38:51.686
HRMLED RED,47488.0,2017-05-13 23:38:51.696
HRMLED RED,47496.0,2017-05-13 23:38:51.708
HRMLED RED,47494.0,2017-05-13 23:38:51.716
HRMLED RED,47499.0,2017-05-13 23:38:51.726
HRMLED RED,47491.0,2017-05-13 23:38:51.736
HRMLED RED,47504.0,2017-05-13 23:38:51.746
HRMLED RED,47509.0,2017-05-13 23:38:51.758
HRMLED RED,47523.0,2017-05-13 23:38:51.766
HRMLED RED,47530.0,2017-05-13 23:38:51.779
HRMLED RED,47527.0,2017-05-13 23:38:51.787
HRMLED RED,47555.0,2017-05-13 23:38:51.798
HRMLED RED,47545.0,2017-05-13 23:38:51.815
HRMLED RED,47566.0,2017-05-13 23:38:51.817
HRMLED RED,47566.0,2017-05-13 23:38:51.831
HRMLED RED,47557.0,2017-05-13 23:38:51.838
HRMLED RED,47572.0,2017-05-13 23:38:51.847
HRMLED RED,47561.0,2017-05-13 23:38:51.860
HRMLED RED,47573.0,2017-05-13 23:38:51.867
HRMLED RED,47563.0,2017-05-13 23:38:51.877
HRMLED RED,47569.0,2017-05-13 23:38:51.887
HRMLED RED,47557.0,2017-05-13 23:38:51.898
HRMLED RED,47562.0,2017-05-13 23:38:51.908
HRMLED RED,47561.0,2017-05-13 23:38:51.917
HRMLED RED,47571.0,2017-05-13 23:38:51.928
HRMLED RED,47560.0,2017-05-13 23:38:51.937
HRMLED RED,47559.0,2017-05-13 23:38:51.948
HRMLED RED,47570.0,2017-05-13 23:38:51.960
HRMLED RED,47575.0,2017-05-13 23:38:51.969
HRMLED RED,47564.0,2017-05-13 23:38:51.983
HRMLED RED,47551.0,2017-05-13 23:38:51.989
HRMLED RED,47550.0,2017-05-13 23:38:52.001
HRMLED RED,47541.0,2017-05-13 23:38:52.017
HRMLED RED,47521.0,2017-05-13 23:38:52.019
HRMLED RED,47475.0,2017-05-13 23:38:52.033
HRMLED RED,47406.0,2017-05-13 23:38:52.038
HRMLED RED,47301.0,2017-05-13 23:38:52.049
HRMLED RED,47160.0,2017-05-13 23:38:52.062
HRMLED RED,47001.0,2017-05-13 23:38:52.069
HRMLED RED,46873.0,2017-05-13 23:38:52.079
HRMLED RED,46786.0,2017-05-13 23:38:52.089
HRMLED RED,46711.0,2017-05-13 23:38:52.099
HRMLED RED,46654.0,2017-05-13 23:38:52.113
HRMLED RED,46621.0,2017-05-13 23:38:52.120
HRMLED RED,46602.0,2017-05-13 23:38:52.138
HRMLED RED,46610.0,2017-05-13 23:38:52.141
HRMLED RED,46617.0,2017-05-13 23:38:52.153
HRMLED RED,46644.0,2017-05-13 23:38:52.165
HRMLED RED,46660.0,2017-05-13 23:38:52.169
HRMLED RED,46687.0,2017-05-13 23:38:52.180
HRMLED RED,46707.0,2017-05-13 23:38:52.189
HRMLED RED,46723.0,2017-05-13 23:38:52.200
HRMLED RED,46754.0,2017-05-13 23:38:52.216
HRMLED RED,46776.0,2017-05-13 23:38:52.221
HRMLED RED,46784.0,2017-05-13 23:38:52.233
HRMLED RED,46813.0,2017-05-13 23:38:52.240
HRMLED RED,46837.0,2017-05-13 23:38:52.250
HRMLED RED,46881.0,2017-05-13 23:38:52.265
HRMLED RED,46918.0,2017-05-13 23:38:52.270
HRMLED RED,46946.0,2017-05-13 23:38:52.292
HRMLED RED,46968.0,2017-05-13 23:38:52.294
HRMLED RED,47008.0,2017-05-13 23:38:52.310
HRMLED RED,47048.0,2017-05-13 23:38:52.312
HRMLED RED,47066.0,2017-05-13 23:38:52.324
HRMLED RED,47077.0,2017-05-13 23:38:52.331
HRMLED RED,47096.0,2017-05-13 23:38:52.340
HRMLED RED,47100.0,2017-05-13 23:38:52.351
HRMLED RED,47101.0,2017-05-13 23:38:52.361
HRMLED RED,47099.0,2017-05-13 23:38:52.371
HRMLED RED,47094.0,2017-05-13 23:38:52.383
HRMLED RED,47093.0,2017-05-13 23:38:52.391
HRMLED RED,47099.0,2017-05-13 23:38:52.402
HRMLED RED,47101.0,2017-05-13 23:38:52.411
HRMLED RED,47092.0,2017-05-13 23:38:52.423
HRMLED RED,47090.0,2017-05-13 23:38:52.444
HRMLED RED,47091.0,2017-05-13 23:38:52.449
HRMLED RED,47100.0,2017-05-13 23:38:52.453
HRMLED RED,47114.0,2017-05-13 23:38:52.466
HRMLED RED,47124.0,2017-05-13 23:38:52.473
HRMLED RED,47133.0,2017-05-13 23:38:52.489
HRMLED RED,47151.0,2017-05-13 23:38:52.493
HRMLED RED,47150.0,2017-05-13 23:38:52.507
HRMLED RED,47158.0,2017-05-13 23:38:52.513
HRMLED RED,47167.0,2017-05-13 23:38:52.524
HRMLED RED,47175.0,2017-05-13 23:38:52.534
HRMLED RED,47176.0,2017-05-13 23:38:52.542
HRMLED RED,47187.0,2017-05-13 23:38:52.553
HRMLED RED,47190.0,2017-05-13 23:38:52.562
HRMLED RED,47213.0,2017-05-13 23:38:52.574
HRMLED RED,47227.0,2017-05-13 23:38:52.585
HRMLED RED,47217.0,2017-05-13 23:38:52.593
HRMLED RED,47225.0,2017-05-13 23:38:52.603
HRMLED RED,47236.0,2017-05-13 23:38:52.613
HRMLED RED,47234.0,2017-05-13 23:38:52.623
HRMLED RED,47226.0,2017-05-13 23:38:52.641
HRMLED RED,47251.0,2017-05-13 23:38:52.643
HRMLED RED,47252.0,2017-05-13 23:38:52.667
HRMLED RED,47257.0,2017-05-13 23:38:52.668
HRMLED RED,47250.0,2017-05-13 23:38:52.673
HRMLED RED,47255.0,2017-05-13 23:38:52.685
HRMLED RED,47261.0,2017-05-13 23:38:52.693
HRMLED RED,47267.0,2017-05-13 23:38:52.703
HRMLED RED,47257.0,2017-05-13 23:38:52.713
HRMLED RED,47272.0,2017-05-13 23:38:52.723
HRMLED RED,47266.0,2017-05-13 23:38:52.736
HRMLED RED,47266.0,2017-05-13 23:38:52.743
HRMLED RED,47286.0,2017-05-13 23:38:52.754
HRMLED RED,47281.0,2017-05-13 23:38:52.764
HRMLED RED,47280.0,2017-05-13 23:38:52.779
HRMLED RED,47280.0,2017-05-13 23:38:52.798
HRMLED RED,47280.0,2017-05-13 23:38:52.800
HRMLED RED,47286.0,2017-05-13 23:38:52.814
HRMLED RED,47280.0,2017-05-13 23:38:52.816
HRMLED RED,47276.0,2017-05-13 23:38:52.828
HRMLED RED,47247.0,2017-05-13 23:38:52.840
HRMLED RED,47211.0,2017-05-13 23:38:52.844
HRMLED RED,47127.0,2017-05-13 23:38:52.862
HRMLED RED,47004.0,2017-05-13 23:38:52.864
HRMLED RED,46827.0,2017-05-13 23:38:52.875
HRMLED RED,46664.0,2017-05-13 23:38:52.889
HRMLED RED,46548.0,2017-05-13 23:38:52.894
HRMLED RED,46461.0,2017-05-13 23:38:52.905
HRMLED RED,46408.0,2017-05-13 23:38:52.915
HRMLED RED,46361.0,2017-05-13 23:38:52.925
HRMLED RED,46324.0,2017-05-13 23:38:52.942
HRMLED RED,46319.0,2017-05-13 23:38:52.945
HRMLED RED,46318.0,2017-05-13 23:38:52.958
HRMLED RED,46320.0,2017-05-13 23:38:52.965
HRMLED RED,46321.0,2017-05-13 23:38:52.976
HRMLED RED,46341.0,2017-05-13 23:38:52.997
HRMLED RED,46359.0,2017-05-13 23:38:52.999
HRMLED RED,46369.0,2017-05-13 23:38:53.011
HRMLED RED,46395.0,2017-05-13 23:38:53.016
HRMLED RED,46414.0,2017-05-13 23:38:53.026
HRMLED RED,46426.0,2017-05-13 23:38:53.041
HRMLED RED,46453.0,2017-05-13 23:38:53.046
HRMLED RED,46471.0,2017-05-13 23:38:53.058
HRMLED RED,46511.0,2017-05-13 23:38:53.066
HRMLED RED,46556.0,2017-05-13 23:38:53.077
HRMLED RED,46611.0,2017-05-13 23:38:53.092
HRMLED RED,46651.0,2017-05-13 23:38:53.096
HRMLED RED,46693.0,2017-05-13 23:38:53.110
HRMLED RED,46709.0,2017-05-13 23:38:53.117
HRMLED RED,46743.0,2017-05-13 23:38:53.132
HRMLED RED,46762.0,2017-05-13 23:38:53.138
HRMLED RED,46777.0,2017-05-13 23:38:53.150
HRMLED RED,46792.0,2017-05-13 23:38:53.167
HRMLED RED,46787.0,2017-05-13 23:38:53.169
HRMLED RED,46784.0,2017-05-13 23:38:53.180
HRMLED RED,46794.0,2017-05-13 23:38:53.187
HRMLED RED,46793.0,2017-05-13 23:38:53.197
HRMLED RED,46793.0,2017-05-13 23:38:53.209
HRMLED RED,46784.0,2017-05-13 23:38:53.217
HRMLED RED,46793.0,2017-05-13 23:38:53.228
HRMLED RED,46799.0,2017-05-13 23:38:53.237
HRMLED RED,46810.0,2017-05-13 23:38:53.248
HRMLED RED,46810.0,2017-05-13 23:38:53.260
HRMLED RED,46827.0,2017-05-13 23:38:53.268
HRMLED RED,46836.0,2017-05-13 23:38:53.282
HRMLED RED,46837.0,2017-05-13 23:38:53.289
HRMLED RED,46855.0,2017-05-13 23:38:53.300
HRMLED RED,46861.0,2017-05-13 23:38:53.316
HRMLED RED,46870.0,2017-05-13 23:38:53.318
HRMLED RED,46889.0,2017-05-13 23:38:53.333
HRMLED RED,46897.0,2017-05-13 23:38:53.338
HRMLED RED,46898.0,2017-05-13 23:38:53.349
HRMLED RED,46907.0,2017-05-13 23:38:53.361
HRMLED RED,46923.0,2017-05-13 23:38:53.368
HRMLED RED,46923.0,2017-05-13 23:38:53.378
HRMLED RED,46942.0,2017-05-13 23:38:53.388
HRMLED RED,46942.0,2017-05-13 23:38:53.399
HRMLED RED,46958.0,2017-05-13 23:38:53.414
HRMLED RED,46963.0,2017-05-13 23:38:53.419
HRMLED RED,46961.0,2017-05-13 23:38:53.432
HRMLED RED,46977.0,2017-05-13 23:38:53.439
HRMLED RED,46980.0,2017-05-13 23:38:53.449
HRMLED RED,46976.0,2017-05-13 23:38:53.469
HRMLED RED,47000.0,2017-05-13 23:38:53.471
HRMLED RED,47002.0,2017-05-13 23:38:53.486
HRMLED RED,47004.0,2017-05-13 23:38:53.490
HRMLED RED,47015.0,2017-05-13 23:38:53.501
HRMLED RED,47026.0,2017-05-13 23:38:53.517
HRMLED RED,47030.0,2017-05-13 23:38:53.520
HRMLED RED,47037.0,2017-05-13 23:38:53.529
HRMLED RED,47037.0,2017-05-13 23:38:53.539
HRMLED RED,47044.0,2017-05-13 23:38:53.549
HRMLED RED,47046.0,2017-05-13 23:38:53.563
HRMLED RED,47035.0,2017-05-13 23:38:53.569
HRMLED RED,47043.0,2017-05-13 23:38:53.580
HRMLED RED,47037.0,2017-05-13 23:38:53.590
HRMLED RED,47040.0,2017-05-13 23:38:53.601
HRMLED RED,47044.0,2017-05-13 23:38:53.615
HRMLED RED,47047.0,2017-05-13 23:38:53.620
HRMLED RED,47059.0,2017-05-13 23:38:53.636
HRMLED RED,47063.0,2017-05-13 23:38:53.641
HRMLED RED,47064.0,2017-05-13 23:38:53.653
HRMLED RED,47068.0,2017-05-13 23:38:53.669
HRMLED RED,47074.0,2017-05-13 23:38:53.670
HRMLED RED,47084.0,2017-05-13 23:38:53.685
HRMLED RED,47071.0,2017-05-13 23:38:53.703
HRMLED RED,47039.0,2017-05-13 23:38:53.705
HRMLED RED,46983.0,2017-05-13 23:38:53.714
HRMLED RED,46895.0,2017-05-13 23:38:53.723
HRMLED RED,46758.0,2017-05-13 23:38:53.733
HRMLED RED,46581.0,2017-05-13 23:38:53.743
HRMLED RED,46418.0,2017-05-13 23:38:53.753
HRMLED RED,46317.0,2017-05-13 23:38:53.765
HRMLED RED,46229.0,2017-05-13 23:38:53.774
HRMLED RED,46179.0,2017-05-13 23:38:53.784
HRMLED RED,46164.0,2017-05-13 23:38:53.794
HRMLED RED,46121.0,2017-05-13 23:38:53.808
HRMLED RED,46121.0,2017-05-13 23:38:53.822
HRMLED RED,46126.0,2017-05-13 23:38:53.824
HRMLED RED,46129.0,2017-05-13 23:38:53.837
HRMLED RED,46151.0,2017-05-13 23:38:53.845
HRMLED RED,46156.0,2017-05-13 23:38:53.854
HRMLED RED,46183.0,2017-05-13 23:38:53.867
HRMLED RED,46206.0,2017-05-13 23:38:53.874
HRMLED RED,46228.0,2017-05-13 23:38:53.885
HRMLED RED,46255.0,2017-05-13 23:38:53.895
HRMLED RED,46272.0,2017-05-13 23:38:53.905
HRMLED RED,46308.0,2017-05-13 23:38:53.918
HRMLED RED,46322.0,2017-05-13 23:38:53.925
HRMLED RED,46372.0,2017-05-13 23:38:53.937
HRMLED RED,46397.0,2017-05-13 23:38:53.946
HRMLED RED,46446.0,2017-05-13 23:38:53.955
HRMLED RED,46483.0,2017-05-13 23:38:53.970
HRMLED RED,46531.0,2017-05-13 23:38:53.975
HRMLED RED,46550.0,2017-05-13 23:38:53.990
HRMLED RED,46580.0,2017-05-13 23:38:54.000
HRMLED RED,46595.0,2017-05-13 23:38:54.016
HRMLED RED,46612.0,2017-05-13 23:38:54.019
HRMLED RED,46627.0,2017-05-13 23:38:54.028
HRMLED RED,46618.0,2017-05-13 23:38:54.036
HRMLED RED,46642.0,2017-05-13 23:38:54.046
HRMLED RED,46636.0,2017-05-13 23:38:54.056
HRMLED RED,46645.0,2017-05-13 23:38:54.069
HRMLED RED,46647.0,2017-05-13 23:38:54.076
HRMLED RED,46649.0,2017-05-13 23:38:54.086
HRMLED RED,46656.0,2017-05-13 23:38:54.096
HRMLED RED,46672.0,2017-05-13 23:38:54.106
HRMLED RED,46673.0,2017-05-13 23:38:54.121
HRMLED RED,46682.0,2017-05-13 23:38:54.127
HRMLED RED,46680.0,2017-05-13 23:38:54.143
HRMLED RED,46694.0,2017-05-13 23:38:54.147
HRMLED RED,46698.0,2017-05-13 23:38:54.163
HRMLED RED,46715.0,2017-05-13 23:38:54.176
HRMLED RED,46727.0,2017-05-13 23:38:54.177
HRMLED RED,46747.0,2017-05-13 23:38:54.192
HRMLED RED,46758.0,2017-05-13 23:38:54.197
HRMLED RED,46756.0,2017-05-13 23:38:54.207
HRMLED RED,46779.0,2017-05-13 23:38:54.221
HRMLED RED,46785.0,2017-05-13 23:38:54.227
HRMLED RED,46786.0,2017-05-13 23:38:54.238
HRMLED RED,46783.0,2017-05-13 23:38:54.248
HRMLED RED,46799.0,2017-05-13 23:38:54.258
HRMLED RED,46801.0,2017-05-13 23:38:54.274
HRMLED RED,46807.0,2017-05-13 23:38:54.279
HRMLED RED,46823.0,2017-05-13 23:38:54.291
HRMLED RED,46828.0,2017-05-13 23:38:54.298
HRMLED RED,46834.0,2017-05-13 23:38:54.311
HRMLED RED,46846.0,2017-05-13 23:38:54.340
HRMLED RED,46849.0,2017-05-13 23:38:54.342
HRMLED RED,46847.0,2017-05-13 23:38:54.344
HRMLED RED,46846.0,2017-05-13 23:38:54.359
HRMLED RED,46868.0,2017-05-13 23:38:54.362
HRMLED RED,46871.0,2017-05-13 23:38:54.370
HRMLED RED,46878.0,2017-05-13 23:38:54.380
HRMLED RED,46887.0,2017-05-13 23:38:54.390
HRMLED RED,46889.0,2017-05-13 23:38:54.398
HRMLED RED,46892.0,2017-05-13 23:38:54.409
HRMLED RED,46883.0,2017-05-13 23:38:54.418
HRMLED RED,46894.0,2017-05-13 23:38:54.429
HRMLED RED,46903.0,2017-05-13 23:38:54.441
HRMLED RED,46899.0,2017-05-13 23:38:54.449
HRMLED RED,46910.0,2017-05-13 23:38:54.459
HRMLED RED,46913.0,2017-05-13 23:38:54.469
HRMLED RED,46915.0,2017-05-13 23:38:54.480
HRMLED RED,46926.0,2017-05-13 23:38:54.506
HRMLED RED,46939.0,2017-05-13 23:38:54.509
HRMLED RED,46957.0,2017-05-13 23:38:54.512
HRMLED RED,46964.0,2017-05-13 23:38:54.520
HRMLED RED,46959.0,2017-05-13 23:38:54.532
HRMLED RED,46974.0,2017-05-13 23:38:54.546
HRMLED RED,46988.0,2017-05-13 23:38:54.550
HRMLED RED,47002.0,2017-05-13 23:38:54.566
HRMLED RED,47004.0,2017-05-13 23:38:54.570
HRMLED RED,47009.0,2017-05-13 23:38:54.585
HRMLED RED,47012.0,2017-05-13 23:38:54.591
HRMLED RED,47008.0,2017-05-13 23:38:54.600
HRMLED RED,46996.0,2017-05-13 23:38:54.610
HRMLED RED,46953.0,2017-05-13 23:38:54.620
HRMLED RED,46878.0,2017-05-13 23:38:54.630
HRMLED RED,46810.0,2017-05-13 23:38:54.642
HRMLED RED,46663.0,2017-05-13 23:38:54.650
HRMLED RED,46486.0,2017-05-13 23:38:54.661
HRMLED RED,46335.0,2017-05-13 23:38:54.670
HRMLED RED,46253.0,2017-05-13 23:38:54.681
HRMLED RED,46181.0,2017-05-13 23:38:54.699
HRMLED RED,46118.0,2017-05-13 23:38:54.702
HRMLED RED,46079.0,2017-05-13 23:38:54.722
HRMLED RED,46065.0,2017-05-13 23:38:54.724
HRMLED RED,46083.0,2017-05-13 23:38:54.736
HRMLED RED,46089.0,2017-05-13 23:38:54.751
HRMLED RED,46115.0,2017-05-13 23:38:54.752
HRMLED RED,46146.0,2017-05-13 23:38:54.766
HRMLED RED,46158.0,2017-05-13 23:38:54.771
HRMLED RED,46182.0,2017-05-13 23:38:54.781
HRMLED RED,46195.0,2017-05-13 23:38:54.795
HRMLED RED,46204.0,2017-05-13 23:38:54.801
HRMLED RED,46225.0,2017-05-13 23:38:54.812
HRMLED RED,46248.0,2017-05-13 23:38:54.821
HRMLED RED,46259.0,2017-05-13 23:38:54.832
HRMLED RED,46289.0,2017-05-13 23:38:54.846
HRMLED RED,46337.0,2017-05-13 23:38:54.852
HRMLED RED,46400.0,2017-05-13 23:38:54.863
HRMLED RED,46428.0,2017-05-13 23:38:54.872
HRMLED RED,46471.0,2017-05-13 23:38:54.891
HRMLED RED,46498.0,2017-05-13 23:38:54.894
HRMLED RED,46515.0,2017-05-13 23:38:54.920
HRMLED RED,46532.0,2017-05-13 23:38:54.921
HRMLED RED,46550.0,2017-05-13 23:38:54.924
HRMLED RED,46557.0,2017-05-13 23:38:54.936
HRMLED RED,46555.0,2017-05-13 23:38:54.951
HRMLED RED,46564.0,2017-05-13 23:38:54.951
HRMLED RED,46562.0,2017-05-13 23:38:54.963
HRMLED RED,46535.0,2017-05-13 23:38:54.972
HRMLED RED,46530.0,2017-05-13 23:38:54.983
HRMLED RED,46515.0,2017-05-13 23:38:54.997
HRMLED RED,46510.0,2017-05-13 23:38:55.002
HRMLED RED,46501.0,2017-05-13 23:38:55.017
HRMLED RED,46511.0,2017-05-13 23:38:55.023
HRMLED RED,46507.0,2017-05-13 23:38:55.034
HRMLED RED,46499.0,2017-05-13 23:38:55.052
HRMLED RED,46487.0,2017-05-13 23:38:55.053
HRMLED RED,46514.0,2017-05-13 23:38:55.067
HRMLED RED,46515.0,2017-05-13 23:38:55.074
HRMLED RED,46520.0,2017-05-13 23:38:55.092
HRMLED RED,46538.0,2017-05-13 23:38:55.095
HRMLED RED,46530.0,2017-05-13 23:38:55.110
HRMLED RED,46545.0,2017-05-13 23:38:55.120
HRMLED RED,46540.0,2017-05-13 23:38:55.123
HRMLED RED,46552.0,2017-05-13 23:38:55.134
HRMLED RED,46567.0,2017-05-13 23:38:55.144
HRMLED RED,46569.0,2017-05-13 23:38:55.154
HRMLED RED,46573.0,2017-05-13 23:38:55.166
HRMLED RED,46590.0,2017-05-13 23:38:55.174
HRMLED RED,46584.0,2017-05-13 23:38:55.184
HRMLED RED,46585.0,2017-05-13 23:38:55.194
HRMLED RED,46588.0,2017-05-13 23:38:55.204
