SensorType,hart,time
HRMLED RED,45370.0,2017-05-13 23:39:09.803
HRMLED RED,45366.0,2017-05-13 23:39:09.814
HRMLED RED,45389.0,2017-05-13 23:39:09.832
HRMLED RED,45396.0,2017-05-13 23:39:09.833
HRMLED RED,45401.0,2017-05-13 23:39:09.849
HRMLED RED,45421.0,2017-05-13 23:39:09.854
HRMLED RED,45426.0,2017-05-13 23:39:09.865
HRMLED RED,45444.0,2017-05-13 23:39:09.882
HRMLED RED,45441.0,2017-05-13 23:39:09.884
HRMLED RED,45454.0,2017-05-13 23:39:09.900
HRMLED RED,45465.0,2017-05-13 23:39:09.905
HRMLED RED,45453.0,2017-05-13 23:39:09.916
HRMLED RED,45468.0,2017-05-13 23:39:09.927
HRMLED RED,45483.0,2017-05-13 23:39:09.933
HRMLED RED,45480.0,2017-05-13 23:39:09.944
HRMLED RED,45498.0,2017-05-13 23:39:09.954
HRMLED RED,45504.0,2017-05-13 23:39:09.964
HRMLED RED,45503.0,2017-05-13 23:39:09.978
HRMLED RED,45512.0,2017-05-13 23:39:09.984
HRMLED RED,45521.0,2017-05-13 23:39:09.995
HRMLED RED,45520.0,2017-05-13 23:39:10.004
HRMLED RED,45513.0,2017-05-13 23:39:10.018
HRMLED RED,45521.0,2017-05-13 23:39:10.034
HRMLED RED,45525.0,2017-05-13 23:39:10.037
HRMLED RED,45538.0,2017-05-13 23:39:10.051
HRMLED RED,45540.0,2017-05-13 23:39:10.055
HRMLED RED,45551.0,2017-05-13 23:39:10.065
HRMLED RED,45543.0,2017-05-13 23:39:10.074
HRMLED RED,45523.0,2017-05-13 23:39:10.084
HRMLED RED,45469.0,2017-05-13 23:39:10.095
HRMLED RED,45394.0,2017-05-13 23:39:10.104
HRMLED RED,45278.0,2017-05-13 23:39:10.115
HRMLED RED,45158.0,2017-05-13 23:39:10.125
HRMLED RED,45023.0,2017-05-13 23:39:10.135
HRMLED RED,44917.0,2017-05-13 23:39:10.148
HRMLED RED,44832.0,2017-05-13 23:39:10.156
HRMLED RED,44780.0,2017-05-13 23:39:10.178
HRMLED RED,44742.0,2017-05-13 23:39:10.183
HRMLED RED,44706.0,2017-05-13 23:39:10.186
HRMLED RED,44701.0,2017-05-13 23:39:10.204
HRMLED RED,44703.0,2017-05-13 23:39:10.207
HRMLED RED,44715.0,2017-05-13 23:39:10.220
HRMLED RED,44712.0,2017-05-13 23:39:10.225
HRMLED RED,44720.0,2017-05-13 23:39:10.236
HRMLED RED,44722.0,2017-05-13 23:39:10.247
HRMLED RED,44729.0,2017-05-13 23:39:10.256
HRMLED RED,44743.0,2017-05-13 23:39:10.266
HRMLED RED,44745.0,2017-05-13 23:39:10.276
HRMLED RED,44765.0,2017-05-13 23:39:10.286
HRMLED RED,44790.0,2017-05-13 23:39:10.300
HRMLED RED,44807.0,2017-05-13 23:39:10.307
HRMLED RED,44834.0,2017-05-13 23:39:10.316
HRMLED RED,44859.0,2017-05-13 23:39:10.326
HRMLED RED,44900.0,2017-05-13 23:39:10.339
HRMLED RED,44945.0,2017-05-13 23:39:10.354
HRMLED RED,44974.0,2017-05-13 23:39:10.357
HRMLED RED,44988.0,2017-05-13 23:39:10.371
HRMLED RED,45022.0,2017-05-13 23:39:10.378
HRMLED RED,45033.0,2017-05-13 23:39:10.389
HRMLED RED,45068.0,2017-05-13 23:39:10.403
HRMLED RED,45073.0,2017-05-13 23:39:10.407
HRMLED RED,45080.0,2017-05-13 23:39:10.418
HRMLED RED,45103.0,2017-05-13 23:39:10.427
HRMLED RED,45112.0,2017-05-13 23:39:10.437
HRMLED RED,45110.0,2017-05-13 23:39:10.450
HRMLED RED,45121.0,2017-05-13 23:39:10.457
HRMLED RED,45130.0,2017-05-13 23:39:10.468
HRMLED RED,45136.0,2017-05-13 23:39:10.478
HRMLED RED,45143.0,2017-05-13 23:39:10.488
HRMLED RED,45151.0,2017-05-13 23:39:10.500
HRMLED RED,45151.0,2017-05-13 23:39:10.508
HRMLED RED,45168.0,2017-05-13 23:39:10.522
HRMLED RED,45181.0,2017-05-13 23:39:10.529
HRMLED RED,45190.0,2017-05-13 23:39:10.540
HRMLED RED,45203.0,2017-05-13 23:39:10.556
HRMLED RED,45223.0,2017-05-13 23:39:10.559
HRMLED RED,45227.0,2017-05-13 23:39:10.573
HRMLED RED,45241.0,2017-05-13 23:39:10.578
HRMLED RED,45251.0,2017-05-13 23:39:10.588
HRMLED RED,45259.0,2017-05-13 23:39:10.601
HRMLED RED,45292.0,2017-05-13 23:39:10.609
HRMLED RED,45293.0,2017-05-13 23:39:10.619
HRMLED RED,45306.0,2017-05-13 23:39:10.629
HRMLED RED,45307.0,2017-05-13 23:39:10.639
HRMLED RED,45320.0,2017-05-13 23:39:10.653
HRMLED RED,45327.0,2017-05-13 23:39:10.659
HRMLED RED,45349.0,2017-05-13 23:39:10.676
HRMLED RED,45347.0,2017-05-13 23:39:10.680
HRMLED RED,45355.0,2017-05-13 23:39:10.690
HRMLED RED,45385.0,2017-05-13 23:39:10.704
HRMLED RED,45381.0,2017-05-13 23:39:10.709
HRMLED RED,45396.0,2017-05-13 23:39:10.721
HRMLED RED,45402.0,2017-05-13 23:39:10.729
HRMLED RED,45398.0,2017-05-13 23:39:10.739
HRMLED RED,45423.0,2017-05-13 23:39:10.749
HRMLED RED,45421.0,2017-05-13 23:39:10.760
HRMLED RED,45434.0,2017-05-13 23:39:10.771
HRMLED RED,45429.0,2017-05-13 23:39:10.780
HRMLED RED,45453.0,2017-05-13 23:39:10.791
HRMLED RED,45436.0,2017-05-13 23:39:10.800
HRMLED RED,45447.0,2017-05-13 23:39:10.810
HRMLED RED,45448.0,2017-05-13 23:39:10.821
HRMLED RED,45471.0,2017-05-13 23:39:10.830
HRMLED RED,45471.0,2017-05-13 23:39:10.844
HRMLED RED,45480.0,2017-05-13 23:39:10.851
HRMLED RED,45479.0,2017-05-13 23:39:10.862
HRMLED RED,45494.0,2017-05-13 23:39:10.876
HRMLED RED,45508.0,2017-05-13 23:39:10.881
HRMLED RED,45505.0,2017-05-13 23:39:10.893
HRMLED RED,45509.0,2017-05-13 23:39:10.901
HRMLED RED,45520.0,2017-05-13 23:39:10.912
HRMLED RED,45520.0,2017-05-13 23:39:10.926
HRMLED RED,45520.0,2017-05-13 23:39:10.931
HRMLED RED,45531.0,2017-05-13 23:39:10.942
HRMLED RED,45509.0,2017-05-13 23:39:10.951
HRMLED RED,45480.0,2017-05-13 23:39:10.961
HRMLED RED,45426.0,2017-05-13 23:39:10.973
HRMLED RED,45340.0,2017-05-13 23:39:10.981
HRMLED RED,45221.0,2017-05-13 23:39:10.992
HRMLED RED,45106.0,2017-05-13 23:39:11.002
HRMLED RED,44982.0,2017-05-13 23:39:11.012
HRMLED RED,44877.0,2017-05-13 23:39:11.025
HRMLED RED,44799.0,2017-05-13 23:39:11.032
HRMLED RED,44752.0,2017-05-13 23:39:11.054
HRMLED RED,44710.0,2017-05-13 23:39:11.063
HRMLED RED,44691.0,2017-05-13 23:39:11.064
HRMLED RED,44679.0,2017-05-13 23:39:11.078
HRMLED RED,44693.0,2017-05-13 23:39:11.082
HRMLED RED,44690.0,2017-05-13 23:39:11.096
HRMLED RED,44701.0,2017-05-13 23:39:11.103
HRMLED RED,44708.0,2017-05-13 23:39:11.112
HRMLED RED,44720.0,2017-05-13 23:39:11.125
HRMLED RED,44733.0,2017-05-13 23:39:11.132
HRMLED RED,44746.0,2017-05-13 23:39:11.142
HRMLED RED,44769.0,2017-05-13 23:39:11.152
HRMLED RED,44782.0,2017-05-13 23:39:11.162
HRMLED RED,44794.0,2017-05-13 23:39:11.175
HRMLED RED,44819.0,2017-05-13 23:39:11.182
HRMLED RED,44839.0,2017-05-13 23:39:11.195
HRMLED RED,44881.0,2017-05-13 23:39:11.208
HRMLED RED,44906.0,2017-05-13 23:39:11.213
HRMLED RED,44930.0,2017-05-13 23:39:11.228
HRMLED RED,44971.0,2017-05-13 23:39:11.233
HRMLED RED,44981.0,2017-05-13 23:39:11.250
HRMLED RED,45013.0,2017-05-13 23:39:11.254
HRMLED RED,45032.0,2017-05-13 23:39:11.263
HRMLED RED,45047.0,2017-05-13 23:39:11.276
HRMLED RED,45068.0,2017-05-13 23:39:11.283
HRMLED RED,45070.0,2017-05-13 23:39:11.293
HRMLED RED,45078.0,2017-05-13 23:39:11.303
HRMLED RED,45086.0,2017-05-13 23:39:11.313
HRMLED RED,45099.0,2017-05-13 23:39:11.327
HRMLED RED,45104.0,2017-05-13 23:39:11.334
HRMLED RED,45093.0,2017-05-13 23:39:11.346
HRMLED RED,45103.0,2017-05-13 23:39:11.354
HRMLED RED,45109.0,2017-05-13 23:39:11.365
HRMLED RED,45125.0,2017-05-13 23:39:11.382
HRMLED RED,45127.0,2017-05-13 23:39:11.384
HRMLED RED,45148.0,2017-05-13 23:39:11.400
HRMLED RED,45156.0,2017-05-13 23:39:11.405
HRMLED RED,45169.0,2017-05-13 23:39:11.417
HRMLED RED,45175.0,2017-05-13 23:39:11.434
HRMLED RED,45182.0,2017-05-13 23:39:11.436
HRMLED RED,45210.0,2017-05-13 23:39:11.450
HRMLED RED,45216.0,2017-05-13 23:39:11.455
HRMLED RED,45229.0,2017-05-13 23:39:11.466
HRMLED RED,45239.0,2017-05-13 23:39:11.474
HRMLED RED,45259.0,2017-05-13 23:39:11.485
HRMLED RED,45256.0,2017-05-13 23:39:11.495
HRMLED RED,45260.0,2017-05-13 23:39:11.505
HRMLED RED,45277.0,2017-05-13 23:39:11.516
HRMLED RED,45288.0,2017-05-13 23:39:11.531
HRMLED RED,45309.0,2017-05-13 23:39:11.535
HRMLED RED,45321.0,2017-05-13 23:39:11.547
HRMLED RED,45316.0,2017-05-13 23:39:11.555
HRMLED RED,45332.0,2017-05-13 23:39:11.569
HRMLED RED,45348.0,2017-05-13 23:39:11.576
HRMLED RED,45349.0,2017-05-13 23:39:11.587
HRMLED RED,45370.0,2017-05-13 23:39:11.604
HRMLED RED,45379.0,2017-05-13 23:39:11.606
HRMLED RED,45381.0,2017-05-13 23:39:11.621
HRMLED RED,45398.0,2017-05-13 23:39:11.627
HRMLED RED,45396.0,2017-05-13 23:39:11.638
HRMLED RED,45393.0,2017-05-13 23:39:11.647
HRMLED RED,45415.0,2017-05-13 23:39:11.656
HRMLED RED,45417.0,2017-05-13 23:39:11.670
HRMLED RED,45424.0,2017-05-13 23:39:11.676
HRMLED RED,45431.0,2017-05-13 23:39:11.687
HRMLED RED,45440.0,2017-05-13 23:39:11.698
HRMLED RED,45440.0,2017-05-13 23:39:11.706
HRMLED RED,45460.0,2017-05-13 23:39:11.717
HRMLED RED,45448.0,2017-05-13 23:39:11.726
HRMLED RED,45464.0,2017-05-13 23:39:11.737
HRMLED RED,45460.0,2017-05-13 23:39:11.756
HRMLED RED,45469.0,2017-05-13 23:39:11.758
HRMLED RED,45477.0,2017-05-13 23:39:11.781
HRMLED RED,45469.0,2017-05-13 23:39:11.785
HRMLED RED,45473.0,2017-05-13 23:39:11.799
HRMLED RED,45483.0,2017-05-13 23:39:11.800
HRMLED RED,45493.0,2017-05-13 23:39:11.809
HRMLED RED,45496.0,2017-05-13 23:39:11.820
HRMLED RED,45505.0,2017-05-13 23:39:11.833
HRMLED RED,45482.0,2017-05-13 23:39:11.840
HRMLED RED,45459.0,2017-05-13 23:39:11.850
HRMLED RED,45409.0,2017-05-13 23:39:11.860
HRMLED RED,45328.0,2017-05-13 23:39:11.871
HRMLED RED,45218.0,2017-05-13 23:39:11.886
HRMLED RED,45106.0,2017-05-13 23:39:11.891
HRMLED RED,44980.0,2017-05-13 23:39:11.908
HRMLED RED,44867.0,2017-05-13 23:39:11.910
HRMLED RED,44799.0,2017-05-13 23:39:11.921
HRMLED RED,44748.0,2017-05-13 23:39:11.933
HRMLED RED,44708.0,2017-05-13 23:39:11.941
HRMLED RED,44685.0,2017-05-13 23:39:11.957
HRMLED RED,44683.0,2017-05-13 23:39:11.966
HRMLED RED,44697.0,2017-05-13 23:39:11.992
HRMLED RED,44694.0,2017-05-13 23:39:11.994
HRMLED RED,44698.0,2017-05-13 23:39:11.996
HRMLED RED,44705.0,2017-05-13 23:39:12.013
HRMLED RED,44709.0,2017-05-13 23:39:12.014
HRMLED RED,44731.0,2017-05-13 23:39:12.021
HRMLED RED,44750.0,2017-05-13 23:39:12.036
HRMLED RED,44774.0,2017-05-13 23:39:12.041
HRMLED RED,44774.0,2017-05-13 23:39:12.052
HRMLED RED,44807.0,2017-05-13 23:39:12.061
HRMLED RED,44844.0,2017-05-13 23:39:12.072
HRMLED RED,44874.0,2017-05-13 23:39:12.081
HRMLED RED,44894.0,2017-05-13 23:39:12.092
HRMLED RED,44937.0,2017-05-13 23:39:12.105
HRMLED RED,44954.0,2017-05-13 23:39:12.113
HRMLED RED,44988.0,2017-05-13 23:39:12.127
HRMLED RED,45015.0,2017-05-13 23:39:12.133
HRMLED RED,45036.0,2017-05-13 23:39:12.144
HRMLED RED,45047.0,2017-05-13 23:39:12.160
HRMLED RED,45068.0,2017-05-13 23:39:12.163
HRMLED RED,45083.0,2017-05-13 23:39:12.178
HRMLED RED,45082.0,2017-05-13 23:39:12.183
HRMLED RED,45096.0,2017-05-13 23:39:12.194
HRMLED RED,45111.0,2017-05-13 23:39:12.205
HRMLED RED,45108.0,2017-05-13 23:39:12.213
HRMLED RED,45117.0,2017-05-13 23:39:12.223
HRMLED RED,45103.0,2017-05-13 23:39:12.233
HRMLED RED,45109.0,2017-05-13 23:39:12.243
HRMLED RED,45122.0,2017-05-13 23:39:12.255
HRMLED RED,45123.0,2017-05-13 23:39:12.263
HRMLED RED,45144.0,2017-05-13 23:39:12.273
HRMLED RED,45141.0,2017-05-13 23:39:12.283
HRMLED RED,45165.0,2017-05-13 23:39:12.295
HRMLED RED,45181.0,2017-05-13 23:39:12.313
HRMLED RED,45182.0,2017-05-13 23:39:12.315
HRMLED RED,45195.0,2017-05-13 23:39:12.330
HRMLED RED,45210.0,2017-05-13 23:39:12.334
HRMLED RED,45227.0,2017-05-13 23:39:12.343
HRMLED RED,45233.0,2017-05-13 23:39:12.356
HRMLED RED,45247.0,2017-05-13 23:39:12.364
HRMLED RED,45252.0,2017-05-13 23:39:12.374
HRMLED RED,45269.0,2017-05-13 23:39:12.384
HRMLED RED,45269.0,2017-05-13 23:39:12.394
HRMLED RED,45290.0,2017-05-13 23:39:12.406
HRMLED RED,45307.0,2017-05-13 23:39:12.414
HRMLED RED,45318.0,2017-05-13 23:39:12.424
HRMLED RED,45331.0,2017-05-13 23:39:12.434
HRMLED RED,45332.0,2017-05-13 23:39:12.445
HRMLED RED,45332.0,2017-05-13 23:39:12.460
HRMLED RED,45344.0,2017-05-13 23:39:12.465
HRMLED RED,45359.0,2017-05-13 23:39:12.478
HRMLED RED,45368.0,2017-05-13 23:39:12.485
HRMLED RED,45368.0,2017-05-13 23:39:12.495
HRMLED RED,45385.0,2017-05-13 23:39:12.507
HRMLED RED,45381.0,2017-05-13 23:39:12.515
HRMLED RED,45403.0,2017-05-13 23:39:12.525
HRMLED RED,45400.0,2017-05-13 23:39:12.535
HRMLED RED,45392.0,2017-05-13 23:39:12.545
HRMLED RED,45408.0,2017-05-13 23:39:12.559
HRMLED RED,45414.0,2017-05-13 23:39:12.565
HRMLED RED,45418.0,2017-05-13 23:39:12.576
HRMLED RED,45421.0,2017-05-13 23:39:12.585
HRMLED RED,45432.0,2017-05-13 23:39:12.597
HRMLED RED,45429.0,2017-05-13 23:39:12.613
HRMLED RED,45440.0,2017-05-13 23:39:12.616
HRMLED RED,45436.0,2017-05-13 23:39:12.632
HRMLED RED,45442.0,2017-05-13 23:39:12.637
HRMLED RED,45457.0,2017-05-13 23:39:12.652
HRMLED RED,45460.0,2017-05-13 23:39:12.664
HRMLED RED,45459.0,2017-05-13 23:39:12.666
HRMLED RED,45464.0,2017-05-13 23:39:12.676
HRMLED RED,45469.0,2017-05-13 23:39:12.686
HRMLED RED,45477.0,2017-05-13 23:39:12.696
HRMLED RED,45470.0,2017-05-13 23:39:12.706
HRMLED RED,45455.0,2017-05-13 23:39:12.716
HRMLED RED,45423.0,2017-05-13 23:39:12.727
HRMLED RED,45365.0,2017-05-13 23:39:12.737
HRMLED RED,45277.0,2017-05-13 23:39:12.747
HRMLED RED,45168.0,2017-05-13 23:39:12.757
HRMLED RED,45077.0,2017-05-13 23:39:12.769
HRMLED RED,44950.0,2017-05-13 23:39:12.778
HRMLED RED,44844.0,2017-05-13 23:39:12.793
HRMLED RED,44799.0,2017-05-13 23:39:12.799
HRMLED RED,44762.0,2017-05-13 23:39:12.808
HRMLED RED,44727.0,2017-05-13 23:39:12.820
HRMLED RED,44713.0,2017-05-13 23:39:12.833
HRMLED RED,44693.0,2017-05-13 23:39:12.837
HRMLED RED,44713.0,2017-05-13 23:39:12.847
HRMLED RED,44724.0,2017-05-13 23:39:12.857
HRMLED RED,44744.0,2017-05-13 23:39:12.868
HRMLED RED,44755.0,2017-05-13 23:39:12.879
HRMLED RED,44773.0,2017-05-13 23:39:12.887
HRMLED RED,44781.0,2017-05-13 23:39:12.898
HRMLED RED,44800.0,2017-05-13 23:39:12.908
HRMLED RED,44831.0,2017-05-13 23:39:12.920
HRMLED RED,44850.0,2017-05-13 23:39:12.936
HRMLED RED,44881.0,2017-05-13 23:39:12.938
HRMLED RED,44922.0,2017-05-13 23:39:12.953
HRMLED RED,44939.0,2017-05-13 23:39:12.960
HRMLED RED,44969.0,2017-05-13 23:39:12.971
HRMLED RED,44991.0,2017-05-13 23:39:12.985
HRMLED RED,45033.0,2017-05-13 23:39:12.989
HRMLED RED,45039.0,2017-05-13 23:39:12.998
HRMLED RED,45071.0,2017-05-13 23:39:13.008
HRMLED RED,45080.0,2017-05-13 23:39:13.018
HRMLED RED,45088.0,2017-05-13 23:39:13.031
HRMLED RED,45097.0,2017-05-13 23:39:13.038
HRMLED RED,45109.0,2017-05-13 23:39:13.049
HRMLED RED,45111.0,2017-05-13 23:39:13.059
HRMLED RED,45123.0,2017-05-13 23:39:13.070
HRMLED RED,45124.0,2017-05-13 23:39:13.083
HRMLED RED,45135.0,2017-05-13 23:39:13.089
HRMLED RED,45144.0,2017-05-13 23:39:13.105
HRMLED RED,45133.0,2017-05-13 23:39:13.110
HRMLED RED,45132.0,2017-05-13 23:39:13.124
HRMLED RED,45140.0,2017-05-13 23:39:13.141
HRMLED RED,45143.0,2017-05-13 23:39:13.144
HRMLED RED,45154.0,2017-05-13 23:39:13.155
HRMLED RED,45173.0,2017-05-13 23:39:13.159
HRMLED RED,45185.0,2017-05-13 23:39:13.172
HRMLED RED,45193.0,2017-05-13 23:39:13.183
HRMLED RED,45203.0,2017-05-13 23:39:13.190
HRMLED RED,45210.0,2017-05-13 23:39:13.200
HRMLED RED,45216.0,2017-05-13 23:39:13.210
HRMLED RED,45222.0,2017-05-13 23:39:13.221
HRMLED RED,45233.0,2017-05-13 23:39:13.236
HRMLED RED,45257.0,2017-05-13 23:39:13.241
HRMLED RED,45251.0,2017-05-13 23:39:13.252
HRMLED RED,45276.0,2017-05-13 23:39:13.261
HRMLED RED,45292.0,2017-05-13 23:39:13.279
HRMLED RED,45292.0,2017-05-13 23:39:13.283
HRMLED RED,45306.0,2017-05-13 23:39:13.297
HRMLED RED,45319.0,2017-05-13 23:39:13.302
HRMLED RED,45345.0,2017-05-13 23:39:13.311
HRMLED RED,45331.0,2017-05-13 23:39:13.322
HRMLED RED,45353.0,2017-05-13 23:39:13.342
HRMLED RED,45354.0,2017-05-13 23:39:13.344
HRMLED RED,45356.0,2017-05-13 23:39:13.358
HRMLED RED,45361.0,2017-05-13 23:39:13.363
HRMLED RED,45368.0,2017-05-13 23:39:13.374
HRMLED RED,45373.0,2017-05-13 23:39:13.384
HRMLED RED,45385.0,2017-05-13 23:39:13.391
HRMLED RED,45382.0,2017-05-13 23:39:13.402
HRMLED RED,45406.0,2017-05-13 23:39:13.411
HRMLED RED,45406.0,2017-05-13 23:39:13.422
HRMLED RED,45416.0,2017-05-13 23:39:13.431
HRMLED RED,45421.0,2017-05-13 23:39:13.442
HRMLED RED,45417.0,2017-05-13 23:39:13.455
HRMLED RED,45422.0,2017-05-13 23:39:13.462
HRMLED RED,45431.0,2017-05-13 23:39:13.481
HRMLED RED,45427.0,2017-05-13 23:39:13.483
HRMLED RED,45430.0,2017-05-13 23:39:13.494
HRMLED RED,45436.0,2017-05-13 23:39:13.512
HRMLED RED,45449.0,2017-05-13 23:39:13.514
HRMLED RED,45458.0,2017-05-13 23:39:13.528
HRMLED RED,45462.0,2017-05-13 23:39:13.532
HRMLED RED,45465.0,2017-05-13 23:39:13.542
HRMLED RED,45456.0,2017-05-13 23:39:13.553
HRMLED RED,45447.0,2017-05-13 23:39:13.562
HRMLED RED,45423.0,2017-05-13 23:39:13.573
HRMLED RED,45372.0,2017-05-13 23:39:13.582
HRMLED RED,45300.0,2017-05-13 23:39:13.593
HRMLED RED,45182.0,2017-05-13 23:39:13.606
HRMLED RED,45056.0,2017-05-13 23:39:13.613
HRMLED RED,44936.0,2017-05-13 23:39:13.629
HRMLED RED,44830.0,2017-05-13 23:39:13.634
HRMLED RED,44758.0,2017-05-13 23:39:13.646
HRMLED RED,44715.0,2017-05-13 23:39:13.663
HRMLED RED,44665.0,2017-05-13 23:39:13.665
HRMLED RED,44645.0,2017-05-13 23:39:13.685
HRMLED RED,44641.0,2017-05-13 23:39:13.691
HRMLED RED,44632.0,2017-05-13 23:39:13.699
HRMLED RED,44638.0,2017-05-13 23:39:13.706
HRMLED RED,44644.0,2017-05-13 23:39:13.713
HRMLED RED,44646.0,2017-05-13 23:39:13.724
HRMLED RED,44655.0,2017-05-13 23:39:13.734
HRMLED RED,44665.0,2017-05-13 23:39:13.744
HRMLED RED,44677.0,2017-05-13 23:39:13.758
HRMLED RED,44683.0,2017-05-13 23:39:13.764
HRMLED RED,44706.0,2017-05-13 23:39:13.776
HRMLED RED,44727.0,2017-05-13 23:39:13.785
HRMLED RED,44755.0,2017-05-13 23:39:13.795
HRMLED RED,44785.0,2017-05-13 23:39:13.813
HRMLED RED,44814.0,2017-05-13 23:39:13.816
HRMLED RED,44846.0,2017-05-13 23:39:13.841
HRMLED RED,44868.0,2017-05-13 23:39:13.843
HRMLED RED,44885.0,2017-05-13 23:39:13.846
HRMLED RED,44918.0,2017-05-13 23:39:13.862
HRMLED RED,44938.0,2017-05-13 23:39:13.865
HRMLED RED,44955.0,2017-05-13 23:39:13.876
HRMLED RED,44985.0,2017-05-13 23:39:13.885
HRMLED RED,44989.0,2017-05-13 23:39:13.895
HRMLED RED,45004.0,2017-05-13 23:39:13.908
HRMLED RED,45010.0,2017-05-13 23:39:13.915
HRMLED RED,45002.0,2017-05-13 23:39:13.925
HRMLED RED,45018.0,2017-05-13 23:39:13.935
HRMLED RED,45016.0,2017-05-13 23:39:13.945
HRMLED RED,45026.0,2017-05-13 23:39:13.960
HRMLED RED,45031.0,2017-05-13 23:39:13.966
HRMLED RED,45041.0,2017-05-13 23:39:13.982
HRMLED RED,45037.0,2017-05-13 23:39:13.987
HRMLED RED,45062.0,2017-05-13 23:39:13.997
HRMLED RED,45067.0,2017-05-13 23:39:14.017
HRMLED RED,45066.0,2017-05-13 23:39:14.019
HRMLED RED,45069.0,2017-05-13 23:39:14.033
HRMLED RED,45092.0,2017-05-13 23:39:14.037
HRMLED RED,45113.0,2017-05-13 23:39:14.047
HRMLED RED,45122.0,2017-05-13 23:39:14.057
HRMLED RED,45140.0,2017-05-13 23:39:14.067
HRMLED RED,45155.0,2017-05-13 23:39:14.085
HRMLED RED,45157.0,2017-05-13 23:39:14.085
HRMLED RED,45186.0,2017-05-13 23:39:14.096
HRMLED RED,45194.0,2017-05-13 23:39:14.106
HRMLED RED,45208.0,2017-05-13 23:39:14.117
HRMLED RED,45207.0,2017-05-13 23:39:14.128
HRMLED RED,45216.0,2017-05-13 23:39:14.136
HRMLED RED,45223.0,2017-05-13 23:39:14.147
HRMLED RED,45240.0,2017-05-13 23:39:14.156
HRMLED RED,45259.0,2017-05-13 23:39:14.167
HRMLED RED,45266.0,2017-05-13 23:39:14.179
HRMLED RED,45267.0,2017-05-13 23:39:14.187
HRMLED RED,45290.0,2017-05-13 23:39:14.201
HRMLED RED,45290.0,2017-05-13 23:39:14.208
HRMLED RED,45297.0,2017-05-13 23:39:14.219
HRMLED RED,45302.0,2017-05-13 23:39:14.235
HRMLED RED,45313.0,2017-05-13 23:39:14.238
HRMLED RED,45320.0,2017-05-13 23:39:14.248
HRMLED RED,45323.0,2017-05-13 23:39:14.258
HRMLED RED,45331.0,2017-05-13 23:39:14.268
HRMLED RED,45347.0,2017-05-13 23:39:14.280
HRMLED RED,45347.0,2017-05-13 23:39:14.288
HRMLED RED,45345.0,2017-05-13 23:39:14.298
HRMLED RED,45350.0,2017-05-13 23:39:14.309
HRMLED RED,45365.0,2017-05-13 23:39:14.320
HRMLED RED,45363.0,2017-05-13 23:39:14.331
HRMLED RED,45366.0,2017-05-13 23:39:14.338
HRMLED RED,45378.0,2017-05-13 23:39:14.351
HRMLED RED,45384.0,2017-05-13 23:39:14.359
HRMLED RED,45383.0,2017-05-13 23:39:14.370
HRMLED RED,45387.0,2017-05-13 23:39:14.386
HRMLED RED,45400.0,2017-05-13 23:39:14.389
HRMLED RED,45403.0,2017-05-13 23:39:14.403
HRMLED RED,45402.0,2017-05-13 23:39:14.409
HRMLED RED,45401.0,2017-05-13 23:39:14.420
HRMLED RED,45378.0,2017-05-13 23:39:14.436
HRMLED RED,45351.0,2017-05-13 23:39:14.440
HRMLED RED,45280.0,2017-05-13 23:39:14.454
HRMLED RED,45166.0,2017-05-13 23:39:14.459
HRMLED RED,45042.0,2017-05-13 23:39:14.469
HRMLED RED,44925.0,2017-05-13 23:39:14.482
HRMLED RED,44824.0,2017-05-13 23:39:14.489
HRMLED RED,44731.0,2017-05-13 23:39:14.499
HRMLED RED,44669.0,2017-05-13 23:39:14.509
HRMLED RED,44626.0,2017-05-13 23:39:14.520
HRMLED RED,44586.0,2017-05-13 23:39:14.533
HRMLED RED,44586.0,2017-05-13 23:39:14.540
HRMLED RED,44568.0,2017-05-13 23:39:14.556
HRMLED RED,44562.0,2017-05-13 23:39:14.561
HRMLED RED,44561.0,2017-05-13 23:39:14.573
HRMLED RED,44590.0,2017-05-13 23:39:14.588
HRMLED RED,44597.0,2017-05-13 23:39:14.590
HRMLED RED,44604.0,2017-05-13 23:39:14.606
HRMLED RED,44610.0,2017-05-13 23:39:14.611
HRMLED RED,44612.0,2017-05-13 23:39:14.625
HRMLED RED,44625.0,2017-05-13 23:39:14.639
HRMLED RED,44635.0,2017-05-13 23:39:14.640
HRMLED RED,44662.0,2017-05-13 23:39:14.651
HRMLED RED,44699.0,2017-05-13 23:39:14.661
HRMLED RED,44721.0,2017-05-13 23:39:14.673
HRMLED RED,44765.0,2017-05-13 23:39:14.685
HRMLED RED,44782.0,2017-05-13 23:39:14.690
HRMLED RED,44809.0,2017-05-13 23:39:14.701
HRMLED RED,44843.0,2017-05-13 23:39:14.710
HRMLED RED,44881.0,2017-05-13 23:39:14.722
HRMLED RED,44883.0,2017-05-13 23:39:14.737
HRMLED RED,44908.0,2017-05-13 23:39:14.741
HRMLED RED,44919.0,2017-05-13 23:39:14.754
HRMLED RED,44945.0,2017-05-13 23:39:14.761
HRMLED RED,44944.0,2017-05-13 23:39:14.773
HRMLED RED,44946.0,2017-05-13 23:39:14.791
HRMLED RED,44961.0,2017-05-13 23:39:14.793
HRMLED RED,44961.0,2017-05-13 23:39:14.810
HRMLED RED,44972.0,2017-05-13 23:39:14.814
HRMLED RED,44970.0,2017-05-13 23:39:14.824
